OrderID,OrderDate,CustomerID,ProductID,Channel,Qty,DiscountPct,ListPrice,UnitPrice,NetPrice,LineAmount,IsReturn,IsCancelled
6478,2024-07-12,385,1091,Retail,9,0.0,94.05,95.67,95.67,861.03,0,0
6479,2025-03-22,245,1079,Partners,4,0.0,736.13,749.9,749.9,2999.6,0,0
6480,2024-03-13,60,1022,Partners,3,0.05,1605.82,1605.68,1525.4,4576.2,0,0
6481,2024-06-29,280,1052,Retail,7,0.0,1264.5,1286.2,1286.2,9003.4,0,0
6482,2025-09-21,135,1002,Partners,7,0.05,2438.41,2364.96,2246.71,15726.97,0,0
6483,2024-02-23,49,1042,Partners,2,0.0,1275.55,1242.61,1242.61,2485.22,0,0
6484,2025-08-23,55,1067,Retail,9,0.1,942.42,918.05,826.24,7436.16,0,0
6485,2024-01-01,34,1012,Retail,8,0.0,2380.94,2312.69,2312.69,18501.52,0,0
6486,2025-01-07,354,1101,Partners,8,0.05,75.43,74.74,71.0,568.0,0,0
6487,2025-01-06,293,1061,Ecommerce,9,0.05,1287.8,1271.81,1208.22,10873.98,0,0
6488,2025-05-06,313,1011,Partners,7,0.1,2803.74,2725.52,2452.97,17170.79,0,0
6489,2025-05-31,273,1051,Retail,4,0.1,1164.7,1195.91,1076.32,4305.28,0,0
6490,2024-10-18,213,1054,Retail,9,0.05,1159.15,1161.33,1103.26,9929.34,0,0
6491,2024-09-22,384,1100,Ecommerce,4,0.1,66.22,67.07,60.36,241.44,0,0
6492,2024-08-28,392,1018,Retail,2,0.0,2931.21,3002.91,3002.91,6005.82,0,0
6493,2025-08-03,56,1056,Ecommerce,6,0.05,1004.29,1047.25,994.89,5969.34,0,0
6494,2025-03-30,264,1013,Retail,3,0.1,2065.94,2091.66,1882.49,5647.47,0,0
6495,2024-06-27,385,1096,Retail,1,0.1,89.5,88.33,79.5,79.5,0,0
6496,2024-12-28,132,1012,Retail,8,0.0,2380.94,2275.69,2275.69,18205.52,0,0
6497,2024-07-02,65,1073,Retail,8,0.05,788.16,760.36,722.34,5778.72,0,0
6498,2024-07-19,337,1012,Retail,3,0.0,2380.94,2328.04,2328.04,6984.12,0,0
6499,2025-03-28,11,1098,Partners,7,0.0,68.71,70.74,70.74,495.18,0,0
6500,2024-10-24,254,1093,Retail,3,0.0,92.02,87.6,87.6,262.8,0,0
6501,2025-02-06,54,1072,Ecommerce,6,0.0,738.79,737.86,737.86,4427.16,0,0
6502,2025-03-27,214,1058,Retail,8,0.1,1211.69,1265.37,1138.83,9110.64,0,0
6503,2025-04-19,196,1068,Retail,5,0.0,911.49,873.49,873.49,4367.45,0,0
6504,2024-08-21,266,1087,Ecommerce,5,0.0,88.9,91.77,91.77,458.85,0,0
6505,2024-01-06,331,1042,Ecommerce,1,0.15,1275.55,1308.72,1112.41,1112.41,0,0
6506,2024-02-03,110,1039,Retail,5,0.0,1638.76,1627.17,1627.17,8135.85,0,0
6507,2025-05-25,166,1069,Retail,3,0.0,791.14,814.29,814.29,2442.87,0,0
6508,2025-05-28,362,1038,Ecommerce,5,0.1,1852.29,1838.78,1654.9,8274.5,0,0
6509,2024-04-07,130,1067,Ecommerce,9,0.0,942.42,974.24,974.24,8768.16,0,0
6510,2024-04-16,290,1100,Partners,6,0.15,66.22,64.7,55.0,330.0,0,0
6511,2024-08-15,36,1086,Retail,5,0.15,78.74,82.52,70.14,350.7,0,0
6512,2024-06-27,313,1097,Retail,8,0.0,86.95,90.11,90.11,720.88,0,0
6513,2024-05-04,20,1086,Retail,1,0.0,78.74,77.35,77.35,77.35,1,0
6514,2025-01-06,167,1102,Retail,8,0.1,90.01,93.25,83.92,671.36,0,0
6515,2024-09-17,20,1009,Retail,6,0.0,2499.88,2594.13,2594.13,15564.78,0,0
6516,2024-03-11,251,1047,Retail,2,0.1,1395.08,1359.33,1223.4,2446.8,0,0
6517,2024-11-04,302,1103,Partners,2,0.0,77.69,78.95,78.95,157.9,0,0
6518,2025-05-25,380,1104,Retail,5,0.0,83.2,85.98,85.98,429.9,0,0
6519,2024-02-19,219,1043,Retail,8,0.0,1137.77,1189.55,1189.55,9516.4,0,0
6520,2024-12-08,93,1087,Retail,2,0.0,88.9,84.47,84.47,168.94,0,0
6521,2025-08-19,274,1031,Retail,1,0.0,1793.35,1723.34,1723.34,1723.34,0,0
6522,2024-08-29,174,1058,Partners,9,0.0,1211.69,1254.79,1254.79,11293.11,0,0
6523,2024-02-22,311,1016,Partners,9,0.0,2213.39,2227.22,2227.22,20044.98,0,0
6524,2025-03-22,79,1062,Retail,3,0.0,985.5,1009.03,1009.03,3027.09,0,0
6525,2024-11-24,274,1031,Retail,7,0.1,1793.35,1717.85,1546.06,10822.42,0,0
6526,2024-02-23,337,1102,Retail,9,0.05,90.01,88.77,84.33,758.97,0,0
6527,2025-05-14,77,1047,Ecommerce,1,0.15,1395.08,1363.4,1158.89,1158.89,0,0
6528,2024-09-14,82,1002,Retail,7,0.05,2438.41,2432.69,2311.06,16177.42,0,0
6529,2024-03-22,88,1078,Retail,8,0.05,743.82,742.7,705.56,5644.48,0,0
6530,2024-02-18,26,1047,Ecommerce,5,0.0,1395.08,1458.17,1458.17,7290.85,0,0
6531,2025-07-19,377,1022,Partners,3,0.0,1605.82,1668.19,1668.19,5004.57,0,0
6532,2024-07-05,315,1072,Partners,8,0.0,738.79,713.21,713.21,5705.68,0,0
6533,2024-02-24,391,1006,Partners,7,0.05,2501.12,2414.57,2293.84,16056.88,0,0
6534,2024-09-06,222,1039,Ecommerce,3,0.0,1638.76,1632.65,1632.65,4897.95,0,0
6535,2024-08-10,254,1100,Ecommerce,9,0.05,66.22,68.93,65.48,589.32,0,0
6536,2024-06-24,132,1051,Retail,8,0.0,1164.7,1175.02,1175.02,9400.16,0,0
6537,2025-01-12,65,1001,Retail,6,0.05,2779.92,2777.94,2639.04,15834.24,0,1
6538,2025-08-02,211,1038,Retail,2,0.1,1852.29,1777.05,1599.34,3198.68,1,0
6539,2024-09-13,279,1016,Retail,3,0.1,2213.39,2120.02,1908.02,5724.06,0,0
6540,2024-07-06,302,1054,Partners,5,0.0,1159.15,1120.3,1120.3,5601.5,0,0
6541,2025-05-11,202,1053,Partners,6,0.0,1210.99,1165.29,1165.29,6991.74,0,0
6542,2024-06-26,36,1028,Partners,7,0.0,1921.69,1965.57,1965.57,13758.99,0,0
6543,2025-02-15,336,1102,Ecommerce,3,0.05,90.01,89.65,85.17,255.51,0,0
6544,2025-09-26,220,1031,Ecommerce,2,0.05,1793.35,1724.92,1638.67,3277.34,0,0
6545,2024-02-20,47,1010,Retail,7,0.0,2679.23,2768.02,2768.02,19376.14,0,0
6546,2024-05-30,132,1080,Partners,3,0.0,692.96,711.76,711.76,2135.28,0,0
6547,2024-03-02,323,1009,Retail,6,0.1,2499.88,2548.56,2293.7,13762.2,0,0
6548,2025-02-09,344,1090,Retail,7,0.0,89.62,92.78,92.78,649.46,0,0
6549,2024-06-04,358,1078,Partners,9,0.0,743.82,763.97,763.97,6875.73,0,0
6550,2025-09-26,150,1052,Retail,4,0.0,1264.5,1274.36,1274.36,5097.44,0,0
6551,2024-05-30,184,1006,Ecommerce,4,0.1,2501.12,2398.34,2158.51,8634.04,0,0
6552,2025-07-16,299,1065,Ecommerce,6,0.1,715.24,746.77,672.09,4032.54,0,1
6553,2024-05-03,245,1089,Ecommerce,7,0.0,85.6,89.47,89.47,626.29,0,0
6554,2025-03-15,160,1080,Retail,8,0.0,692.96,702.46,702.46,5619.68,0,0
6555,2025-09-10,63,1033,Retail,9,0.0,1783.73,1797.58,1797.58,16178.22,0,0
6556,2025-03-01,43,1005,Retail,2,0.05,2538.5,2416.28,2295.47,4590.94,0,0
6557,2024-04-16,112,1096,Partners,4,0.15,89.5,89.94,76.45,305.8,0,0
6558,2024-06-01,321,1008,Retail,2,0.0,2268.44,2296.45,2296.45,4592.9,0,0
6559,2024-10-11,300,1036,Retail,1,0.0,1993.43,2016.11,2016.11,2016.11,0,0
6560,2024-01-20,144,1091,Ecommerce,2,0.0,94.05,98.72,98.72,197.44,0,0
6561,2024-07-16,288,1027,Retail,8,0.1,1980.3,1933.36,1740.02,13920.16,0,1
6562,2025-05-08,268,1044,Retail,7,0.05,1180.36,1125.96,1069.66,7487.62,0,0
6563,2024-02-25,133,1031,Ecommerce,7,0.0,1793.35,1720.65,1720.65,12044.55,0,0
6564,2024-07-03,366,1070,Ecommerce,9,0.0,909.27,940.0,940.0,8460.0,0,0
6565,2025-08-20,365,1018,Ecommerce,5,0.1,2931.21,2964.6,2668.14,13340.7,0,0
6566,2024-06-19,72,1091,Retail,1,0.05,94.05,90.74,86.2,86.2,0,0
6567,2024-02-16,221,1094,Partners,9,0.0,72.85,73.56,73.56,662.04,0,0
6568,2025-06-10,353,1017,Retail,3,0.1,2452.12,2358.23,2122.41,6367.23,0,0
6569,2025-01-28,243,1062,Retail,3,0.05,985.5,1034.35,982.63,2947.89,0,0
6570,2025-09-26,22,1045,Ecommerce,4,0.0,1305.28,1353.06,1353.06,5412.24,0,0
6571,2024-03-06,292,1003,Retail,5,0.0,2723.47,2668.62,2668.62,13343.1,0,0
6572,2024-01-10,367,1022,Retail,3,0.0,1605.82,1663.73,1663.73,4991.19,0,0
6573,2025-03-16,171,1068,Ecommerce,6,0.05,911.49,888.1,843.7,5062.2,0,0
6574,2025-03-26,15,1014,Ecommerce,6,0.0,2288.15,2268.75,2268.75,13612.5,0,0
6575,2024-08-11,74,1061,Retail,8,0.1,1287.8,1286.68,1158.01,9264.08,0,0
6576,2024-10-24,137,1098,Partners,9,0.0,68.71,67.16,67.16,604.44,0,0
6577,2024-07-18,211,1102,Retail,8,0.0,90.01,90.42,90.42,723.36,0,0
6578,2024-10-26,42,1062,Retail,1,0.0,985.5,992.82,992.82,992.82,0,0
6579,2025-03-09,218,1021,Ecommerce,5,0.0,2124.09,2187.05,2187.05,10935.25,0,0
6580,2025-02-04,177,1042,Retail,7,0.05,1275.55,1282.94,1218.79,8531.53,0,0
6581,2025-02-02,339,1091,Retail,9,0.1,94.05,93.47,84.12,757.08,0,0
6582,2024-07-14,370,1022,Ecommerce,9,0.05,1605.82,1555.47,1477.7,13299.3,0,0
6583,2024-12-20,175,1036,Ecommerce,6,0.0,1993.43,1950.51,1950.51,11703.06,0,0
6584,2024-01-25,250,1075,Retail,7,0.0,795.46,834.04,834.04,5838.28,0,0
6585,2025-07-12,119,1096,Partners,8,0.1,89.5,90.33,81.3,650.4,0,0
6586,2024-07-03,4,1077,Retail,9,0.05,749.93,757.44,719.57,6476.13,0,0
6587,2025-01-05,293,1080,Partners,4,0.05,692.96,682.54,648.41,2593.64,0,0
6588,2024-12-29,303,1023,Partners,4,0.0,1834.91,1903.6,1903.6,7614.4,0,0
6589,2024-05-26,92,1059,Partners,8,0.1,1294.16,1242.92,1118.63,8949.04,0,0
6590,2024-10-26,25,1103,Ecommerce,5,0.0,77.69,78.66,78.66,393.3,0,0
6591,2024-01-25,168,1006,Ecommerce,4,0.0,2501.12,2381.27,2381.27,9525.08,0,0
6592,2025-07-14,365,1049,Retail,9,0.0,1315.74,1251.2,1251.2,11260.8,0,0
6593,2024-04-13,1,1035,Retail,9,0.0,2043.3,2136.14,2136.14,19225.26,0,0
6594,2025-07-22,99,1050,Partners,3,0.0,1162.74,1146.62,1146.62,3439.86,0,0
6595,2024-11-03,78,1059,Retail,4,0.1,1294.16,1276.63,1148.97,4595.88,0,0
6596,2024-11-02,42,1094,Ecommerce,7,0.0,72.85,73.84,73.84,516.88,0,0
6597,2025-09-09,224,1057,Ecommerce,5,0.0,1300.51,1244.66,1244.66,6223.3,0,0
6598,2025-01-07,126,1002,Retail,3,0.15,2438.41,2525.5,2146.67,6440.01,0,0
6599,2025-04-26,61,1070,Partners,1,0.0,909.27,893.07,893.07,893.07,0,0
6600,2024-12-16,198,1096,Ecommerce,3,0.0,89.5,88.21,88.21,264.63,1,0
6601,2025-08-07,327,1038,Ecommerce,6,0.0,1852.29,1943.54,1943.54,11661.24,0,0
6602,2024-11-27,75,1038,Retail,1,0.1,1852.29,1838.66,1654.79,1654.79,0,0
6603,2025-08-16,106,1083,Retail,7,0.1,887.97,915.66,824.09,5768.63,0,0
6604,2025-01-31,84,1033,Partners,1,0.15,1783.73,1765.22,1500.44,1500.44,0,0
6605,2024-05-24,50,1081,Retail,3,0.0,772.77,738.88,738.88,2216.64,0,0
6606,2025-06-12,94,1036,Ecommerce,5,0.0,1993.43,1896.09,1896.09,9480.45,0,0
6607,2025-07-14,144,1042,Retail,3,0.0,1275.55,1274.22,1274.22,3822.66,0,0
6608,2024-04-06,179,1066,Ecommerce,7,0.0,948.79,992.8,992.8,6949.6,0,0
6609,2024-05-19,16,1097,Retail,2,0.0,86.95,86.99,86.99,173.98,0,0
6610,2024-07-20,350,1017,Partners,1,0.05,2452.12,2400.49,2280.47,2280.47,0,0
6611,2024-11-08,381,1045,Retail,7,0.0,1305.28,1302.35,1302.35,9116.45,0,0
6612,2025-09-19,248,1027,Retail,2,0.1,1980.3,1962.1,1765.89,3531.78,1,0
6613,2024-06-29,227,1080,Partners,3,0.0,692.96,706.49,706.49,2119.47,0,0
6614,2024-06-16,298,1061,Retail,7,0.0,1287.8,1343.9,1343.9,9407.3,0,0
6615,2025-07-06,304,1047,Retail,7,0.0,1395.08,1347.12,1347.12,9429.84,0,0
6616,2025-04-17,47,1086,Ecommerce,3,0.0,78.74,80.13,80.13,240.39,0,0
6617,2025-08-03,135,1065,Retail,8,0.0,715.24,741.48,741.48,5931.84,0,0
6618,2025-07-28,238,1075,Ecommerce,5,0.0,795.46,833.11,833.11,4165.55,0,0
6619,2024-04-27,180,1054,Partners,3,0.0,1159.15,1143.89,1143.89,3431.67,0,0
6620,2024-01-17,85,1016,Retail,4,0.15,2213.39,2310.33,1963.78,7855.12,0,0
6621,2024-05-24,20,1100,Partners,4,0.0,66.22,66.3,66.3,265.2,0,0
6622,2024-10-11,341,1039,Partners,6,0.0,1638.76,1698.86,1698.86,10193.16,0,0
6623,2024-01-22,98,1067,Ecommerce,2,0.05,942.42,914.02,868.32,1736.64,0,0
6624,2024-09-06,248,1053,Ecommerce,2,0.0,1210.99,1156.19,1156.19,2312.38,0,0
6625,2025-06-23,150,1059,Retail,4,0.05,1294.16,1297.39,1232.52,4930.08,0,0
6626,2024-05-19,115,1033,Retail,9,0.05,1783.73,1857.12,1764.26,15878.34,0,0
6627,2024-07-21,221,1053,Retail,2,0.1,1210.99,1156.44,1040.8,2081.6,0,0
6628,2024-09-03,341,1023,Ecommerce,8,0.0,1834.91,1872.26,1872.26,14978.08,0,0
6629,2025-06-29,154,1102,Ecommerce,7,0.0,90.01,92.58,92.58,648.06,0,0
6630,2025-08-13,322,1064,Ecommerce,8,0.0,829.63,826.14,826.14,6609.12,1,0
6631,2024-06-25,118,1071,Ecommerce,8,0.0,681.96,652.38,652.38,5219.04,0,0
6632,2025-09-24,244,1046,Ecommerce,1,0.1,1158.24,1146.22,1031.6,1031.6,0,0
6633,2025-04-30,173,1029,Ecommerce,7,0.0,1776.78,1777.63,1777.63,12443.41,0,0
6634,2024-06-02,142,1037,Ecommerce,4,0.1,1666.08,1732.76,1559.48,6237.92,0,0
6635,2024-05-29,230,1026,Ecommerce,5,0.1,1816.86,1805.64,1625.08,8125.4,0,0
6636,2025-07-09,65,1067,Retail,9,0.05,942.42,919.32,873.35,7860.15,0,0
6637,2024-07-17,224,1047,Partners,6,0.0,1395.08,1357.21,1357.21,8143.26,0,0
6638,2024-08-09,209,1048,Ecommerce,2,0.05,1046.62,1038.35,986.43,1972.86,0,0
6639,2024-07-06,69,1003,Partners,6,0.15,2723.47,2681.24,2279.05,13674.3,0,0
6640,2024-06-16,203,1073,Retail,1,0.0,788.16,782.64,782.64,782.64,0,0
6641,2025-02-13,3,1060,Ecommerce,5,0.1,1418.62,1444.68,1300.21,6501.05,0,0
6642,2025-08-01,262,1032,Ecommerce,5,0.1,1708.12,1622.95,1460.66,7303.3,0,0
6643,2024-09-20,112,1028,Ecommerce,9,0.05,1921.69,1836.99,1745.14,15706.26,0,1
6644,2025-03-31,397,1006,Ecommerce,5,0.0,2501.12,2587.52,2587.52,12937.6,0,0
6645,2025-01-04,156,1063,Ecommerce,4,0.1,738.83,756.28,680.65,2722.6,1,0
6646,2025-03-03,265,1074,Ecommerce,1,0.0,877.39,900.7,900.7,900.7,0,0
6647,2024-05-27,111,1024,Retail,6,0.0,2094.57,2146.86,2146.86,12881.16,0,0
6648,2025-09-27,216,1031,Ecommerce,4,0.0,1793.35,1788.39,1788.39,7153.56,1,0
6649,2025-05-12,362,1043,Retail,7,0.0,1137.77,1108.23,1108.23,7757.61,0,0
6650,2025-02-18,297,1061,Retail,5,0.05,1287.8,1244.04,1181.84,5909.2,0,0
6651,2024-04-11,54,1075,Retail,1,0.0,795.46,818.75,818.75,818.75,0,0
6652,2025-08-19,214,1055,Retail,2,0.0,960.68,923.52,923.52,1847.04,0,0
6653,2024-02-15,190,1009,Retail,1,0.0,2499.88,2398.78,2398.78,2398.78,0,0
6654,2025-02-12,363,1096,Retail,3,0.0,89.5,85.23,85.23,255.69,0,0
6655,2025-04-21,114,1025,Ecommerce,6,0.0,1535.88,1464.57,1464.57,8787.42,0,0
6656,2025-07-25,18,1040,Retail,3,0.05,1766.05,1824.48,1733.26,5199.78,0,0
6657,2025-05-18,363,1039,Ecommerce,3,0.0,1638.76,1637.31,1637.31,4911.93,0,0
6658,2025-08-07,144,1094,Ecommerce,2,0.0,72.85,73.96,73.96,147.92,0,0
6659,2024-03-09,134,1005,Retail,9,0.0,2538.5,2561.25,2561.25,23051.25,0,0
6660,2025-04-20,73,1046,Partners,7,0.05,1158.24,1136.81,1079.97,7559.79,0,0
6661,2024-11-28,10,1098,Retail,9,0.1,68.71,67.34,60.61,545.49,0,0
6662,2025-06-06,358,1006,Partners,4,0.0,2501.12,2515.21,2515.21,10060.84,0,0
6663,2024-06-09,275,1010,Retail,4,0.0,2679.23,2580.81,2580.81,10323.24,1,0
6664,2025-01-05,158,1020,Retail,3,0.1,2600.55,2540.88,2286.79,6860.37,0,0
6665,2024-05-14,10,1082,Retail,5,0.05,783.4,785.27,746.01,3730.05,0,0
6666,2025-09-13,374,1041,Retail,8,0.0,1694.14,1746.61,1746.61,13972.88,0,0
6667,2024-06-04,107,1065,Retail,3,0.0,715.24,689.82,689.82,2069.46,1,0
6668,2024-03-07,348,1084,Ecommerce,8,0.1,89.48,88.39,79.55,636.4,0,0
6669,2024-10-13,380,1104,Ecommerce,7,0.0,83.2,87.33,87.33,611.31,0,0
6670,2024-04-05,173,1034,Ecommerce,7,0.1,1703.44,1774.59,1597.13,11179.91,0,0
6671,2024-05-29,341,1068,Retail,2,0.15,911.49,882.99,750.54,1501.08,0,0
6672,2025-03-01,296,1025,Retail,9,0.0,1535.88,1535.98,1535.98,13823.82,0,0
6673,2025-03-27,44,1079,Retail,2,0.0,736.13,746.46,746.46,1492.92,0,0
6674,2024-06-22,30,1072,Retail,7,0.0,738.79,731.36,731.36,5119.52,0,0
6675,2024-03-23,114,1000,Partners,5,0.0,2076.31,2170.74,2170.74,10853.7,0,0
6676,2025-03-11,341,1043,Partners,7,0.05,1137.77,1099.23,1044.27,7309.89,0,0
6677,2024-10-28,36,1051,Retail,8,0.0,1164.7,1202.7,1202.7,9621.6,0,0
6678,2024-01-17,37,1068,Ecommerce,3,0.0,911.49,870.98,870.98,2612.94,0,0
6679,2025-02-11,174,1088,Ecommerce,5,0.15,92.39,90.25,76.71,383.55,0,0
6680,2024-10-12,20,1044,Ecommerce,7,0.15,1180.36,1218.89,1036.06,7252.42,0,0
6681,2024-09-25,156,1011,Retail,5,0.0,2803.74,2854.11,2854.11,14270.55,0,0
6682,2025-08-21,237,1065,Retail,7,0.05,715.24,731.41,694.84,4863.88,0,0
6683,2025-03-05,265,1070,Ecommerce,3,0.05,909.27,950.94,903.39,2710.17,0,0
6684,2024-04-06,355,1007,Partners,4,0.0,2072.05,2006.58,2006.58,8026.32,0,0
6685,2024-01-30,205,1016,Retail,8,0.1,2213.39,2288.52,2059.67,16477.36,0,0
6686,2025-05-24,394,1009,Retail,3,0.0,2499.88,2501.22,2501.22,7503.66,0,0
6687,2024-05-22,198,1021,Retail,7,0.0,2124.09,2192.47,2192.47,15347.29,0,0
6688,2025-01-29,212,1085,Ecommerce,5,0.0,80.72,76.86,76.86,384.3,0,0
6689,2024-02-27,77,1059,Ecommerce,9,0.0,1294.16,1294.96,1294.96,11654.64,0,0
6690,2025-03-09,61,1029,Retail,2,0.1,1776.78,1727.18,1554.46,3108.92,0,0
6691,2024-06-10,189,1029,Retail,3,0.05,1776.78,1702.26,1617.15,4851.45,0,0
6692,2025-09-28,100,1036,Ecommerce,1,0.0,1993.43,2020.04,2020.04,2020.04,0,0
6693,2025-07-12,175,1055,Retail,8,0.0,960.68,946.09,946.09,7568.72,0,0
6694,2025-04-01,195,1087,Partners,1,0.0,88.9,86.75,86.75,86.75,0,0
6695,2024-11-29,30,1054,Ecommerce,5,0.05,1159.15,1212.62,1151.99,5759.95,0,0
6696,2025-06-08,129,1004,Ecommerce,1,0.05,2977.99,2889.65,2745.17,2745.17,0,0
6697,2024-09-07,289,1080,Partners,2,0.05,692.96,678.97,645.02,1290.04,0,0
6698,2024-12-19,32,1005,Ecommerce,7,0.0,2538.5,2559.03,2559.03,17913.21,0,0
6699,2025-08-13,166,1059,Retail,2,0.1,1294.16,1262.56,1136.3,2272.6,0,0
6700,2024-01-13,93,1033,Ecommerce,2,0.0,1783.73,1703.93,1703.93,3407.86,0,0
6701,2024-08-01,224,1038,Retail,2,0.0,1852.29,1908.9,1908.9,3817.8,0,0
6702,2025-07-18,370,1037,Retail,6,0.05,1666.08,1693.66,1608.98,9653.88,0,0
6703,2025-03-19,335,1098,Retail,8,0.0,68.71,68.96,68.96,551.68,0,0
6704,2024-07-22,38,1005,Retail,2,0.1,2538.5,2599.15,2339.24,4678.48,0,0
6705,2024-12-17,226,1029,Ecommerce,6,0.05,1776.78,1701.43,1616.36,9698.16,0,0
6706,2024-03-24,123,1104,Ecommerce,7,0.0,83.2,85.14,85.14,595.98,0,0
6707,2025-03-08,182,1097,Partners,9,0.0,86.95,87.9,87.9,791.1,0,0
6708,2024-05-11,399,1023,Ecommerce,5,0.1,1834.91,1830.64,1647.58,8237.9,0,0
6709,2025-09-29,145,1095,Ecommerce,4,0.05,79.22,77.46,73.59,294.36,0,0
6710,2025-09-22,255,1000,Ecommerce,5,0.1,2076.31,2081.71,1873.54,9367.7,0,0
6711,2024-02-15,49,1062,Retail,2,0.0,985.5,954.31,954.31,1908.62,0,0
6712,2024-01-02,124,1056,Retail,4,0.0,1004.29,988.01,988.01,3952.04,0,0
6713,2025-06-07,336,1092,Partners,4,0.1,65.3,66.65,59.99,239.96,0,0
6714,2024-12-12,140,1029,Ecommerce,2,0.0,1776.78,1865.57,1865.57,3731.14,0,0
6715,2025-06-22,142,1034,Retail,6,0.0,1703.44,1729.49,1729.49,10376.94,0,0
6716,2024-03-06,245,1095,Ecommerce,5,0.0,79.22,79.98,79.98,399.9,0,0
6717,2024-08-05,394,1066,Retail,4,0.0,948.79,956.94,956.94,3827.76,0,0
6718,2024-04-27,302,1058,Retail,4,0.0,1211.69,1262.72,1262.72,5050.88,0,0
6719,2024-03-27,114,1006,Retail,4,0.1,2501.12,2428.48,2185.63,8742.52,0,0
6720,2024-09-24,203,1077,Ecommerce,3,0.0,749.93,739.35,739.35,2218.05,1,0
6721,2025-02-06,47,1068,Retail,8,0.15,911.49,883.11,750.64,6005.12,0,0
6722,2025-02-12,227,1103,Retail,3,0.0,77.69,80.13,80.13,240.39,0,0
6723,2025-04-09,192,1038,Retail,7,0.05,1852.29,1823.82,1732.63,12128.41,0,0
6724,2024-06-01,211,1091,Partners,7,0.0,94.05,93.48,93.48,654.36,0,0
6725,2025-09-08,103,1035,Ecommerce,3,0.1,2043.3,2141.56,1927.4,5782.2,0,0
6726,2024-03-25,255,1022,Partners,2,0.0,1605.82,1564.82,1564.82,3129.64,0,0
6727,2024-02-12,356,1084,Retail,4,0.05,89.48,85.27,81.01,324.04,0,0
6728,2025-05-09,343,1096,Ecommerce,1,0.15,89.5,90.82,77.2,77.2,0,0
6729,2024-07-12,300,1083,Retail,4,0.0,887.97,917.31,917.31,3669.24,0,0
6730,2024-01-26,146,1058,Retail,4,0.05,1211.69,1244.61,1182.38,4729.52,0,0
6731,2024-11-13,216,1035,Retail,7,0.1,2043.3,2052.79,1847.51,12932.57,1,0
6732,2024-06-04,137,1100,Partners,1,0.05,66.22,68.95,65.5,65.5,0,0
6733,2024-10-26,264,1034,Retail,5,0.05,1703.44,1746.55,1659.22,8296.1,0,0
6734,2024-11-12,389,1001,Retail,1,0.0,2779.92,2763.39,2763.39,2763.39,0,0
6735,2024-06-26,251,1042,Ecommerce,1,0.05,1275.55,1288.07,1223.67,1223.67,0,0
6736,2025-04-02,24,1036,Retail,5,0.0,1993.43,1905.06,1905.06,9525.3,0,0
6737,2025-02-05,45,1028,Partners,9,0.0,1921.69,1878.13,1878.13,16903.17,0,0
6738,2025-02-16,355,1090,Retail,9,0.0,89.62,93.45,93.45,841.05,0,0
6739,2025-03-09,77,1033,Ecommerce,5,0.0,1783.73,1810.78,1810.78,9053.9,0,0
6740,2025-02-12,205,1004,Ecommerce,8,0.0,2977.99,2905.97,2905.97,23247.76,0,0
6741,2025-01-26,171,1013,Retail,1,0.0,2065.94,2037.84,2037.84,2037.84,0,0
6742,2025-01-31,5,1070,Retail,6,0.0,909.27,893.9,893.9,5363.4,0,0
6743,2025-02-22,220,1014,Ecommerce,9,0.0,2288.15,2305.49,2305.49,20749.41,0,0
6744,2024-04-18,169,1056,Ecommerce,5,0.0,1004.29,1021.29,1021.29,5106.45,0,0
6745,2025-01-03,351,1052,Partners,2,0.1,1264.5,1208.04,1087.24,2174.48,0,0
6746,2025-02-21,234,1021,Retail,2,0.05,2124.09,2191.56,2081.98,4163.96,1,0
6747,2025-08-13,41,1065,Partners,3,0.1,715.24,716.71,645.04,1935.12,0,0
6748,2025-06-26,254,1011,Retail,8,0.0,2803.74,2872.82,2872.82,22982.56,0,0
6749,2024-07-26,231,1059,Ecommerce,3,0.1,1294.16,1328.68,1195.81,3587.43,0,0
6750,2025-07-18,134,1103,Ecommerce,7,0.05,77.69,76.79,72.95,510.65,0,1
6751,2024-10-25,308,1104,Partners,4,0.0,83.2,84.52,84.52,338.08,0,0
6752,2024-03-08,286,1074,Ecommerce,6,0.0,877.39,889.93,889.93,5339.58,0,0
6753,2024-12-11,235,1020,Retail,3,0.05,2600.55,2619.69,2488.71,7466.13,0,0
6754,2024-10-14,59,1084,Retail,2,0.0,89.48,91.58,91.58,183.16,0,0
6755,2024-04-08,385,1024,Retail,6,0.0,2094.57,2071.47,2071.47,12428.82,0,0
6756,2025-08-19,23,1052,Ecommerce,1,0.0,1264.5,1295.19,1295.19,1295.19,0,0
6757,2024-01-09,328,1043,Partners,1,0.0,1137.77,1107.98,1107.98,1107.98,0,0
6758,2025-03-16,47,1012,Retail,3,0.0,2380.94,2328.79,2328.79,6986.37,0,0
6759,2024-02-01,164,1070,Retail,9,0.0,909.27,875.95,875.95,7883.55,0,0
6760,2025-01-05,88,1095,Ecommerce,6,0.0,79.22,77.54,77.54,465.24,0,0
6761,2024-10-04,319,1041,Partners,7,0.0,1694.14,1721.48,1721.48,12050.36,0,0
6762,2024-09-18,197,1035,Retail,3,0.0,2043.3,1997.39,1997.39,5992.17,0,0
6763,2025-09-28,309,1005,Retail,6,0.1,2538.5,2500.94,2250.85,13505.1,1,0
6764,2024-01-03,152,1092,Retail,2,0.15,65.3,66.3,56.36,112.72,0,0
